date,autonomy,constraint,velocity,velocity_smooth,year,month
2025-04-20,23.333333333333332,16.333333333333332,13.918128654970776,5.629891860396071,2025,4
2025-04-27,20.0,17.666666666666668,-22.44897959183674,-4.088946991408619,2025,4
2025-05-04,19.333333333333332,16.333333333333332,4.21383647798742,-1.4390048196261775,2025,5
2025-05-11,19.666666666666668,13.666666666666666,18.050668543279393,-0.06149152352330489,2025,5
2025-05-18,18.666666666666668,13.0,-0.20669698222406296,7.3526026796809205,2025,5
2025-05-25,17.333333333333332,11.666666666666666,3.113553113553113,6.985841558202818,2025,5
2025-06-01,17.666666666666668,11.0,7.637362637362643,3.514739589563901,2025,6
2025-06-08,17.333333333333332,11.0,-1.8867924528301994,2.954707766028523,2025,6
2025-06-15,19.0,10.333333333333334,15.67599067599068,7.142186953507712,2025,6
2025-06-22,16.333333333333332,11.0,-20.486700622524054,-2.2325007997878537,2025,6
2025-06-29,15.333333333333334,11.0,-6.122448979591821,-3.6443863087083948,2025,6
2025-07-06,15.666666666666666,11.333333333333334,-0.8563899868247793,-9.155179862980214,2025,7
2025-07-13,15.333333333333334,11.666666666666666,-5.068836045056302,-4.015891670490963,2025,7
2025-07-20,17.333333333333332,13.666666666666666,-4.099378881987594,-3.3415349712895543,2025,7
2025-07-27,19.333333333333332,13.666666666666666,11.538461538461542,0.7900822038058859,2025,7
2025-08-03,15.666666666666666,12.333333333333334,-9.209419680403705,-0.590112341309915,2025,8
2025-08-10,19.0,14.333333333333334,5.060379528464654,2.463140462174168,2025,8
2025-08-17,17.666666666666668,13.0,2.284781721746244,-0.6214194767309316,2025,8
2025-08-24,21.0,15.0,3.48330914368651,3.60949013129914,2025,8
2025-08-31,20.0,17.333333333333332,-20.317460317460313,-4.849789817342516,2025,8
2025-09-07,21.0,19.333333333333332,-6.538461538461537,-7.790870904078442,2025,9
2025-09-14,22.333333333333332,21.333333333333332,-3.995621237000546,-10.283847697640795,2025,9
2025-09-21,23.333333333333332,22.333333333333332,-0.20988805970150182,-3.5813236117211917,2025,9
2025-09-28,22.0,24.0,-13.176972281449883,-5.79416052605064,2025,9
2025-10-05,21.0,25.666666666666668,-11.489898989898983,-8.292253110350119,2025,10
2025-10-12,19.333333333333332,29.333333333333332,-22.22222222222222,-15.629697831190361,2025,10
2025-10-19,21.0,30.333333333333332,5.211598746081503,-9.500174155346564,2025,10
2025-10-26,20.333333333333332,33.666666666666664,-14.16361416361418,-10.391412546584963,2025,10
2025-11-02,25.0,27.0,42.75279987015095,11.266928150872763,2025,11
2025-11-09,21.0,23.0,-1.1851851851851904,9.134666840450532,2025,11
2025-11-16,21.666666666666668,22.666666666666668,4.623878536922021,15.397164407295932,2025,11
2025-11-23,14.0,22.666666666666668,-35.384615384615394,-10.648640677626183,2025,11
2025-11-30,18.666666666666668,24.333333333333332,25.980392156862766,-1.593448230276864,2025,11
2025-12-07,19.333333333333332,25.0,0.8317025440312875,-2.8575068945737754,2025,12
2025-12-14,22.666666666666668,18.666666666666668,42.57471264367817,23.128935781524078,2025,12
2025-12-21,12.666666666666666,11.666666666666666,-6.617647058823522,12.262922709628649,2025,12
2025-12-28,12.333333333333334,12.333333333333334,-8.345864661654122,9.203733641066846,2025,12
2026-01-04,18.333333333333332,17.0,10.810810810810807,-1.3842336365556076,2026,1
2026-01-11,20.333333333333332,19.666666666666668,-4.77718360071302,-0.7707458171854403,2026,1
2026-01-18,20.333333333333332,21.666666666666668,-10.169491525423723,-1.378621438441974,2026,1
2026-01-25,20.333333333333332,25.0,-15.384615384615374,-10.110430170250702,2026,1
2026-02-01,22.333333333333332,31.333333333333332,-15.497267759562815,-13.683791556533967,2026,2
2026-02-08,18.333333333333332,19.333333333333332,20.38742457923151,-3.4981528549822216,2026,2
2026-02-15,18.666666666666668,20.333333333333332,-3.3542319749216176,0.5119749482490304,2026,2
