date,reform,punitive,reform_velocity,punitive_velocity,cultural_velocity,cultural_velocity_smooth,year,month
2025-01-05,5.333333333333333,14.666666666666666,23.076923076923084,12.82051282051282,10.256410256410264,0.9950561421149468,2025,1
2025-01-12,6.666666666666667,14.333333333333334,25.00000000000002,-2.2727272727272596,27.27272727272728,30.565268065268047,2025,1
2025-01-19,9.0,14.333333333333334,34.999999999999986,0.0,34.999999999999986,24.176379176379157,2025,1
2025-01-26,7.333333333333333,13.0,-18.518518518518523,-9.302325581395355,-9.216192937123168,17.685511445201346,2025,1
2025-02-02,8.333333333333334,13.0,13.636363636363647,0.0,13.636363636363647,13.140056899746801,2025,2
2025-02-09,5.666666666666667,13.0,-32.00000000000001,0.0,-32.00000000000001,-9.193276433586531,2025,2
2025-02-16,6.333333333333333,13.333333333333334,11.76470588235292,2.564102564102577,9.200603318250344,-3.0543443484620263,2025,2
2025-02-23,7.333333333333333,13.333333333333334,15.789473684210531,0.0,15.789473684210531,-2.336640999179732,2025,2
2025-03-02,7.0,13.333333333333334,-4.545454545454541,0.0,-4.545454545454541,6.814874152335423,2025,3
2025-03-09,7.333333333333333,13.666666666666666,4.761904761904767,2.499999999999991,2.261904761904776,4.501974633553567,2025,3
2025-03-16,5.333333333333333,14.333333333333334,-27.27272727272727,4.878048780487809,-32.15077605321508,-11.478108612254971,2025,3
2025-03-23,6.666666666666667,12.666666666666666,25.00000000000002,-11.627906976744196,36.627906976744214,2.246345228477947,2025,3
2025-03-30,6.0,13.0,-10.000000000000009,2.6315789473684292,-12.631578947368439,-2.7181493412797906,2025,3
2025-04-06,6.0,12.666666666666666,0.0,-2.564102564102566,2.564102564102566,8.853476864492759,2025,4
2025-04-13,6.666666666666667,15.0,11.111111111111116,18.42105263157896,-7.309941520467843,-5.792472634577926,2025,4
2025-04-20,6.333333333333333,14.333333333333334,-5.000000000000004,-4.444444444444439,-0.5555555555555651,-1.7671315039736355,2025,4
2025-04-27,7.0,13.333333333333334,10.526315789473696,-6.976744186046513,17.50305997552021,3.212520966498912,2025,4
2025-05-04,6.333333333333333,13.333333333333334,-9.523809523809524,0.0,-9.523809523809524,2.474564965385019,2025,5
2025-05-11,6.333333333333333,13.333333333333334,0.0,0.0,0.0,2.659750150570207,2025,5
2025-05-18,8.666666666666666,12.666666666666666,36.8421052631579,-5.000000000000004,41.842105263157904,10.772765246449438,2025,5
2025-05-25,5.666666666666667,11.333333333333334,-34.615384615384606,-10.526315789473673,-24.089068825910935,5.917678812415635,2025,5
2025-06-01,5.333333333333333,10.333333333333334,-5.882352941176483,-8.823529411764708,2.941176470588225,6.898070969278376,2025,6
2025-06-08,6.333333333333333,11.333333333333334,18.75,9.677419354838701,9.072580645161299,-4.0251039033871585,2025,6
2025-06-15,6.333333333333333,10.333333333333334,0.0,-8.823529411764708,8.823529411764708,6.945762175838055,2025,6
2025-06-22,13.666666666666666,10.0,115.78947368421053,-3.2258064516129115,119.01528013582345,45.637130064249796,2025,6
2025-06-29,6.666666666666667,10.0,-51.21951219512195,0.0,-51.21951219512195,25.53976578415538,2025,6
2025-07-06,5.333333333333333,10.0,-20.000000000000007,0.0,-20.000000000000007,15.931922646900476,2025,7
2025-07-13,5.666666666666667,9.666666666666666,6.250000000000022,-3.3333333333333437,9.583333333333366,-20.545392953929547,2025,7
2025-07-20,6.0,11.0,5.882352941176472,13.793103448275868,-7.910750507099396,-6.109139057922029,2025,7
2025-07-27,10.666666666666666,11.333333333333334,77.77777777777777,3.0303030303030276,74.74747474747474,25.473352524569552,2025,7
2025-08-03,5.0,11.0,-53.125,-2.941176470588236,-50.18382352941176,5.550966903654509,2025,8
